ticket_id,subject,priority,status,created_date,created_at
TKT-1615,VPN Connection Failed,Medium,Pending User Action,2025-07-04,2025-07-04 11:31:31
TKT-1616,Blue Screen Error,Low,Open,2025-08-03,2025-08-03 10:57:28
TKT-1617,Laptop Screen Flickering,High,Closed,2025-07-06,2025-07-06 04:46:13
TKT-1618,System Slow Performance,Medium,In Progress,2025-03-12,2025-03-12 03:16:20
TKT-1619,System Slow Performance,Critical,Pending User Action,2025-01-18,2025-01-18 16:36:45
TKT-1620,Email Not Syncing,High,Closed,2025-08-19,2025-08-19 01:13:09
TKT-1621,Wi-Fi Access Issue,Low,Open,2025-09-26,2025-09-26 03:50:45
TKT-1622,Email Not Syncing,High,Closed,2025-06-18,2025-06-18 17:31:16
TKT-1623,VPN Connection Failed,Critical,In Progress,2025-01-15,2025-01-15 16:01:25
TKT-1624,Blue Screen Error,Critical,In Progress,2025-02-19,2025-02-19 14:20:42
TKT-1625,Wi-Fi Access Issue,Critical,Open,2025-05-26,2025-05-26 16:16:48
TKT-1626,Mouse/Keyboard Malfunction,Critical,Open,2025-01-21,2025-01-21 05:05:51
TKT-1627,Email Not Syncing,High,In Progress,2025-01-03,2025-01-03 09:00:57
TKT-1628,Email Not Syncing,High,Pending User Action,2025-05-18,2025-05-18 09:32:13
TKT-1629,VPN Connection Failed,High,Open,2025-04-30,2025-04-30 15:08:16
TKT-1630,Monitor Display Issue,Medium,Pending User Action,2025-06-21,2025-06-21 12:25:24
TKT-1631,Laptop Screen Flickering,Critical,In Progress,2025-06-25,2025-06-25 20:19:19
TKT-1632,Wi-Fi Access Issue,High,In Progress,2025-08-14,2025-08-14 02:28:41
TKT-1633,VPN Connection Failed,Low,In Progress,2025-11-09,2025-11-09 22:10:33
TKT-1634,Laptop Screen Flickering,Medium,Resolved,2025-12-03,2025-12-03 08:52:49
TKT-1635,Email Not Syncing,Medium,Open,2025-04-11,2025-04-11 12:41:43
TKT-1636,Email Not Syncing,Critical,Open,2025-11-19,2025-11-19 07:47:05
TKT-1637,System Slow Performance,Critical,Resolved,2025-06-08,2025-06-08 04:31:57
TKT-1638,Software Installation Request,High,In Progress,2025-11-14,2025-11-14 23:16:46
TKT-1639,Access to Shared Drive Denied,Critical,In Progress,2025-11-05,2025-11-05 03:16:31
TKT-1640,Blue Screen Error,Low,Open,2025-05-01,2025-05-01 00:36:42
TKT-1641,Printer Jammed,High,Closed,2025-02-20,2025-02-20 22:14:56
TKT-1642,VPN Connection Failed,High,Open,2025-05-23,2025-05-23 10:30:00
TKT-1643,VPN Connection Failed,Medium,Closed,2025-11-08,2025-11-08 11:46:18
TKT-1644,System Slow Performance,Critical,Pending User Action,2024-12-23,2024-12-23 13:27:25
TKT-1645,Blue Screen Error,Medium,Resolved,2025-01-22,2025-01-22 05:20:43
TKT-1646,Password Reset Request,Critical,Closed,2024-12-31,2024-12-31 19:00:13
TKT-1647,Laptop Screen Flickering,High,Resolved,2025-07-06,2025-07-06 23:31:38
TKT-1648,Wi-Fi Access Issue,Critical,In Progress,2025-05-12,2025-05-12 20:42:03
TKT-1649,Software Installation Request,High,Resolved,2025-06-02,2025-06-02 07:31:26
TKT-1650,Software Installation Request,High,Resolved,2025-10-19,2025-10-19 11:19:55
TKT-1651,Email Not Syncing,Medium,Resolved,2025-08-11,2025-08-11 10:42:41
TKT-1652,Wi-Fi Access Issue,Critical,In Progress,2025-02-22,2025-02-22 23:16:01
TKT-1653,Blue Screen Error,Medium,In Progress,2025-09-08,2025-09-08 11:12:27
TKT-1654,Blue Screen Error,Low,Closed,2025-12-13,2025-12-13 07:23:26
TKT-1655,Email Not Syncing,Low,Resolved,2025-02-13,2025-02-13 03:51:48
TKT-1656,Mouse/Keyboard Malfunction,Critical,Closed,2025-01-29,2025-01-29 23:51:31
TKT-1657,Password Reset Request,Medium,Open,2025-03-25,2025-03-25 00:36:05
TKT-1658,Blue Screen Error,Medium,Resolved,2025-08-20,2025-08-20 05:17:28
TKT-1659,Mouse/Keyboard Malfunction,Medium,Closed,2025-01-05,2025-01-05 01:13:06
TKT-1660,Email Not Syncing,High,Resolved,2025-10-09,2025-10-09 11:36:51
TKT-1661,Access to Shared Drive Denied,Medium,Closed,2025-03-09,2025-03-09 09:43:12
TKT-1662,System Slow Performance,Critical,Resolved,2025-05-17,2025-05-17 01:21:12
TKT-1663,Software Installation Request,Low,Open,2025-02-07,2025-02-07 22:03:14
TKT-1664,Software Installation Request,Low,Resolved,2025-12-12,2025-12-12 07:47:53
TKT-1665,Email Not Syncing,Critical,Closed,2025-08-09,2025-08-09 18:16:09
TKT-1666,System Slow Performance,Medium,In Progress,2025-07-15,2025-07-15 00:34:46
TKT-1667,Wi-Fi Access Issue,High,Resolved,2025-01-09,2025-01-09 05:35:37
TKT-1668,Password Reset Request,Low,Resolved,2024-12-31,2024-12-31 16:37:29
TKT-1669,Software Installation Request,Low,In Progress,2025-07-12,2025-07-12 21:04:32
TKT-1670,Mouse/Keyboard Malfunction,Low,Pending User Action,2025-07-08,2025-07-08 20:03:05
TKT-1671,Wi-Fi Access Issue,Medium,Closed,2025-07-13,2025-07-13 23:48:48
TKT-1672,Wi-Fi Access Issue,Medium,In Progress,2025-01-25,2025-01-25 12:15:59
TKT-1673,Email Not Syncing,Medium,Pending User Action,2025-05-04,2025-05-04 13:24:15
TKT-1674,VPN Connection Failed,High,Closed,2025-05-21,2025-05-21 00:35:43
TKT-1675,VPN Connection Failed,Critical,In Progress,2025-02-17,2025-02-17 06:38:47
TKT-1676,Email Not Syncing,High,Open,2025-01-14,2025-01-14 11:38:05
TKT-1677,Access to Shared Drive Denied,Medium,Open,2025-10-21,2025-10-21 22:37:15
TKT-1678,Software Installation Request,Low,Closed,2025-10-20,2025-10-20 13:07:15
TKT-1679,Access to Shared Drive Denied,High,Open,2025-02-23,2025-02-23 09:12:09
TKT-1680,Blue Screen Error,Critical,Pending User Action,2025-11-02,2025-11-02 12:05:19
TKT-1681,Laptop Screen Flickering,Medium,Closed,2025-01-22,2025-01-22 14:42:36
TKT-1682,Monitor Display Issue,Critical,In Progress,2025-06-12,2025-06-12 10:54:10
TKT-1683,Monitor Display Issue,Critical,Pending User Action,2025-10-22,2025-10-22 20:56:43
TKT-1684,Mouse/Keyboard Malfunction,Medium,Resolved,2025-04-17,2025-04-17 01:30:48
TKT-1685,Mouse/Keyboard Malfunction,Critical,Open,2025-07-30,2025-07-30 07:09:25
TKT-1686,Mouse/Keyboard Malfunction,Low,Pending User Action,2025-05-17,2025-05-17 01:17:28
TKT-1687,VPN Connection Failed,Low,Pending User Action,2024-12-26,2024-12-26 00:35:52
TKT-1688,Blue Screen Error,High,In Progress,2025-03-30,2025-03-30 18:03:51
TKT-1689,Mouse/Keyboard Malfunction,Critical,In Progress,2024-12-13,2024-12-13 20:06:34
TKT-1690,Mouse/Keyboard Malfunction,High,Pending User Action,2025-07-02,2025-07-02 08:47:08
TKT-1691,Password Reset Request,Critical,Pending User Action,2025-02-18,2025-02-18 05:08:21
TKT-1692,Email Not Syncing,Low,Open,2025-10-30,2025-10-30 03:04:10
TKT-1693,Mouse/Keyboard Malfunction,Low,Open,2025-05-05,2025-05-05 03:35:54
TKT-1694,Software Installation Request,High,Closed,2025-07-19,2025-07-19 06:32:38
TKT-1695,Mouse/Keyboard Malfunction,Critical,Pending User Action,2025-05-12,2025-05-12 01:01:57
TKT-1696,Software Installation Request,Medium,Resolved,2025-09-17,2025-09-17 22:05:33
TKT-1697,Laptop Screen Flickering,Medium,Closed,2025-03-21,2025-03-21 23:20:58
TKT-1698,Wi-Fi Access Issue,Low,Closed,2024-12-21,2024-12-21 23:40:18
TKT-1699,Blue Screen Error,Medium,Closed,2025-02-08,2025-02-08 23:57:59
TKT-1700,Software Installation Request,Low,Closed,2024-12-29,2024-12-29 08:43:06
TKT-1701,Access to Shared Drive Denied,High,Closed,2025-03-28,2025-03-28 11:55:59
TKT-1702,System Slow Performance,Medium,Resolved,2025-01-27,2025-01-27 04:51:26
TKT-1703,Mouse/Keyboard Malfunction,High,Resolved,2025-05-01,2025-05-01 11:43:54
TKT-1704,VPN Connection Failed,Medium,In Progress,2025-07-03,2025-07-03 12:34:43
TKT-1705,VPN Connection Failed,Low,Open,2025-01-27,2025-01-27 03:41:29
TKT-1706,Software Installation Request,Critical,Pending User Action,2025-11-14,2025-11-14 02:29:33
TKT-1707,Laptop Screen Flickering,High,Closed,2025-07-26,2025-07-26 20:04:21
TKT-1708,VPN Connection Failed,Low,Resolved,2025-10-13,2025-10-13 20:34:55
TKT-1709,Password Reset Request,High,Resolved,2025-10-22,2025-10-22 02:37:44
TKT-1710,Software Installation Request,High,Open,2025-12-08,2025-12-08 04:36:17
TKT-1711,Monitor Display Issue,Critical,Pending User Action,2025-12-12,2025-12-12 04:19:19
TKT-1712,Printer Jammed,High,Open,2025-03-22,2025-03-22 03:35:50
TKT-1713,Blue Screen Error,Critical,Resolved,2025-09-25,2025-09-25 22:50:09
TKT-1714,VPN Connection Failed,Low,Resolved,2025-06-13,2025-06-13 22:36:15
TKT-1715,Password Reset Request,Critical,Closed,2024-12-17,2024-12-17 20:45:21
TKT-1716,Printer Jammed,Low,In Progress,2025-09-17,2025-09-17 07:23:02
TKT-1717,Wi-Fi Access Issue,High,Closed,2025-05-31,2025-05-31 05:00:12
TKT-1718,Monitor Display Issue,Medium,Resolved,2025-10-06,2025-10-06 19:59:05
TKT-1719,Printer Jammed,Critical,In Progress,2025-08-17,2025-08-17 03:51:33
TKT-1720,Access to Shared Drive Denied,Low,In Progress,2025-05-22,2025-05-22 09:31:11
TKT-1721,Blue Screen Error,Medium,Closed,2025-11-16,2025-11-16 18:59:23
TKT-1722,Email Not Syncing,Critical,Closed,2025-09-13,2025-09-13 08:07:59
TKT-1723,Email Not Syncing,Medium,Pending User Action,2025-09-07,2025-09-07 20:43:23
TKT-1724,Monitor Display Issue,Low,Closed,2025-05-21,2025-05-21 13:30:37
TKT-1725,Software Installation Request,Critical,Resolved,2025-03-01,2025-03-01 10:25:04
TKT-1726,VPN Connection Failed,Critical,Resolved,2025-08-06,2025-08-06 14:59:54
TKT-1727,Printer Jammed,Medium,Closed,2024-12-27,2024-12-27 09:15:11
TKT-1728,Wi-Fi Access Issue,Critical,Resolved,2025-04-24,2025-04-24 09:06:52
TKT-1729,Password Reset Request,Low,Closed,2025-08-06,2025-08-06 11:52:28
TKT-1730,Printer Jammed,Critical,Closed,2025-02-27,2025-02-27 09:08:20
TKT-1731,VPN Connection Failed,Medium,Pending User Action,2025-01-24,2025-01-24 23:00:31
TKT-1732,System Slow Performance,Low,Resolved,2025-07-11,2025-07-11 21:51:31
TKT-1733,Software Installation Request,Low,Open,2025-02-13,2025-02-13 11:40:25
TKT-1734,System Slow Performance,Low,Open,2025-02-27,2025-02-27 06:21:24
TKT-1735,Laptop Screen Flickering,Critical,Open,2025-06-20,2025-06-20 15:16:04
TKT-1736,System Slow Performance,Critical,In Progress,2025-07-22,2025-07-22 18:12:28
TKT-1737,Laptop Screen Flickering,Medium,Resolved,2025-02-28,2025-02-28 02:41:24
TKT-1738,System Slow Performance,Critical,Resolved,2024-12-18,2024-12-18 19:43:05
TKT-1739,VPN Connection Failed,Critical,In Progress,2025-09-25,2025-09-25 18:25:02
TKT-1740,Blue Screen Error,Medium,Closed,2024-12-25,2024-12-25 10:52:19
TKT-1741,Software Installation Request,Critical,Pending User Action,2025-07-31,2025-07-31 23:39:49
TKT-1742,VPN Connection Failed,High,In Progress,2025-08-13,2025-08-13 03:30:05
TKT-1743,Password Reset Request,High,Resolved,2025-06-15,2025-06-15 03:04:18
TKT-1744,Wi-Fi Access Issue,Medium,In Progress,2025-12-05,2025-12-05 22:52:36
TKT-1745,Blue Screen Error,High,In Progress,2025-03-29,2025-03-29 02:42:06
TKT-1746,Password Reset Request,Medium,Closed,2025-02-25,2025-02-25 05:50:17
TKT-1747,VPN Connection Failed,Low,Pending User Action,2025-09-28,2025-09-28 14:27:33
TKT-1748,Access to Shared Drive Denied,Medium,Resolved,2025-06-21,2025-06-21 13:02:24
TKT-1749,Monitor Display Issue,Critical,Open,2025-01-28,2025-01-28 22:49:50
TKT-1750,Email Not Syncing,Low,Closed,2025-11-07,2025-11-07 19:58:11
TKT-1751,Software Installation Request,Low,Resolved,2025-08-23,2025-08-23 14:00:16
TKT-1752,Monitor Display Issue,Medium,Resolved,2025-01-02,2025-01-02 02:47:21
TKT-1753,System Slow Performance,Medium,Closed,2025-04-22,2025-04-22 01:55:30
TKT-1754,Monitor Display Issue,Critical,Closed,2025-10-14,2025-10-14 09:15:28
TKT-1755,Software Installation Request,Critical,Open,2025-03-05,2025-03-05 20:30:53
TKT-1756,System Slow Performance,Low,Closed,2025-03-27,2025-03-27 12:47:53
TKT-1757,Access to Shared Drive Denied,Low,Closed,2025-01-21,2025-01-21 05:03:50
TKT-1758,Access to Shared Drive Denied,Low,Resolved,2025-05-22,2025-05-22 03:56:40
TKT-1759,VPN Connection Failed,Medium,Pending User Action,2025-06-05,2025-06-05 19:50:02
TKT-1760,Software Installation Request,Low,Pending User Action,2025-04-13,2025-04-13 04:25:56
TKT-1761,Blue Screen Error,High,Pending User Action,2025-05-31,2025-05-31 18:17:10
TKT-1762,Printer Jammed,Critical,Closed,2025-10-18,2025-10-18 16:18:54
TKT-1763,Password Reset Request,Low,Open,2025-11-29,2025-11-29 06:16:49
TKT-1764,Monitor Display Issue,Low,Resolved,2025-10-15,2025-10-15 18:50:07
TKT-1765,Wi-Fi Access Issue,Critical,Pending User Action,2025-10-12,2025-10-12 15:36:19
TKT-1766,Software Installation Request,Medium,In Progress,2025-09-02,2025-09-02 17:20:38
TKT-1767,VPN Connection Failed,Critical,In Progress,2025-02-21,2025-02-21 01:56:26
TKT-1768,Password Reset Request,Medium,Open,2025-09-03,2025-09-03 07:20:05
TKT-1769,Wi-Fi Access Issue,Low,Resolved,2025-08-28,2025-08-28 16:03:55
TKT-1770,Software Installation Request,Low,Resolved,2025-06-06,2025-06-06 21:37:09
TKT-1771,Monitor Display Issue,Low,Closed,2025-05-16,2025-05-16 21:44:45
TKT-1772,Software Installation Request,Low,Open,2025-09-29,2025-09-29 18:21:01
TKT-1773,Blue Screen Error,Critical,Open,2025-01-18,2025-01-18 22:40:24
TKT-1774,Printer Jammed,Critical,Open,2025-08-22,2025-08-22 21:03:41
TKT-1775,VPN Connection Failed,Medium,In Progress,2025-03-04,2025-03-04 14:53:02
TKT-1776,Software Installation Request,Low,Closed,2025-02-19,2025-02-19 09:44:49
TKT-1777,Software Installation Request,Low,Open,2025-02-28,2025-02-28 23:21:14
TKT-1778,Printer Jammed,Medium,Open,2025-03-29,2025-03-29 12:28:39
TKT-1779,Password Reset Request,Low,Open,2025-06-18,2025-06-18 08:35:29
TKT-1780,Software Installation Request,Low,In Progress,2025-03-30,2025-03-30 04:58:04
TKT-1781,Laptop Screen Flickering,High,Resolved,2025-06-24,2025-06-24 22:58:05
TKT-1782,VPN Connection Failed,Low,Pending User Action,2025-05-22,2025-05-22 20:15:33
TKT-1783,VPN Connection Failed,Critical,Closed,2025-07-30,2025-07-30 13:12:23
TKT-1784,Mouse/Keyboard Malfunction,Critical,Pending User Action,2025-02-19,2025-02-19 19:35:48
TKT-1785,Blue Screen Error,Low,Open,2024-12-29,2024-12-29 03:05:08
TKT-1786,Laptop Screen Flickering,Critical,Resolved,2024-12-16,2024-12-16 17:59:05
TKT-1787,Software Installation Request,High,Resolved,2025-08-15,2025-08-15 06:22:38
TKT-1788,VPN Connection Failed,Critical,Pending User Action,2025-07-05,2025-07-05 14:55:21
TKT-1789,Email Not Syncing,Medium,In Progress,2025-01-22,2025-01-22 16:07:47
TKT-1790,Blue Screen Error,High,Open,2025-04-10,2025-04-10 03:11:48
TKT-1791,Mouse/Keyboard Malfunction,High,Pending User Action,2025-02-28,2025-02-28 07:17:41
TKT-1792,Laptop Screen Flickering,Low,Closed,2025-04-22,2025-04-22 03:36:32
TKT-1793,Access to Shared Drive Denied,Low,Open,2025-10-13,2025-10-13 04:39:05
TKT-1794,Wi-Fi Access Issue,High,Closed,2025-02-22,2025-02-22 15:14:57
TKT-1795,VPN Connection Failed,Medium,In Progress,2025-06-29,2025-06-29 05:03:54
TKT-1796,Software Installation Request,Medium,In Progress,2025-09-05,2025-09-05 04:54:57
TKT-1797,Access to Shared Drive Denied,Critical,In Progress,2025-09-09,2025-09-09 19:23:03
TKT-1798,Software Installation Request,Critical,In Progress,2025-02-06,2025-02-06 23:21:25
TKT-1799,Email Not Syncing,Critical,In Progress,2024-12-22,2024-12-22 00:33:19
TKT-1800,Printer Jammed,High,In Progress,2025-10-09,2025-10-09 12:32:21
TKT-1801,Wi-Fi Access Issue,High,Pending User Action,2025-01-07,2025-01-07 23:25:11
TKT-1802,Laptop Screen Flickering,Critical,Open,2025-05-07,2025-05-07 13:55:21
TKT-1803,System Slow Performance,Medium,Open,2025-01-06,2025-01-06 19:36:00
TKT-1804,Printer Jammed,High,Closed,2025-10-31,2025-10-31 10:24:43
TKT-1805,VPN Connection Failed,High,Resolved,2024-12-30,2024-12-30 23:12:54
TKT-1806,System Slow Performance,Medium,Resolved,2025-05-20,2025-05-20 16:13:05
TKT-1807,Access to Shared Drive Denied,Critical,Pending User Action,2025-04-19,2025-04-19 09:04:11
TKT-1808,Access to Shared Drive Denied,Medium,In Progress,2025-08-18,2025-08-18 15:41:57
TKT-1809,Wi-Fi Access Issue,Medium,Pending User Action,2025-01-26,2025-01-26 15:39:57
TKT-1810,Wi-Fi Access Issue,Low,In Progress,2025-08-03,2025-08-03 03:42:38
TKT-1811,VPN Connection Failed,High,Open,2025-10-06,2025-10-06 05:11:26
TKT-1812,Access to Shared Drive Denied,Critical,Closed,2025-09-19,2025-09-19 17:21:13
TKT-1813,Email Not Syncing,Critical,Pending User Action,2025-12-13,2025-12-13 06:00:47
TKT-1814,VPN Connection Failed,High,Pending User Action,2025-09-22,2025-09-22 23:12:15
TKT-1815,Printer Jammed,Critical,Resolved,2025-07-29,2025-07-29 15:37:54
TKT-1816,Access to Shared Drive Denied,Medium,Open,2025-08-31,2025-08-31 07:04:07
TKT-1817,Email Not Syncing,Low,Resolved,2025-06-13,2025-06-13 08:42:44
TKT-1818,Software Installation Request,Critical,Resolved,2025-06-15,2025-06-15 20:50:54
TKT-1819,Blue Screen Error,Medium,Closed,2025-08-01,2025-08-01 21:41:57
TKT-1820,Monitor Display Issue,Medium,Open,2025-07-17,2025-07-17 08:42:19
TKT-1821,Password Reset Request,Low,Closed,2025-08-21,2025-08-21 02:38:51
TKT-1822,Printer Jammed,Critical,In Progress,2025-02-07,2025-02-07 17:14:17
TKT-1823,Password Reset Request,Low,Resolved,2025-01-15,2025-01-15 20:51:03
TKT-1824,Wi-Fi Access Issue,Medium,In Progress,2025-07-06,2025-07-06 15:12:24
TKT-1825,Access to Shared Drive Denied,Critical,Open,2025-01-21,2025-01-21 16:56:20
TKT-1826,Software Installation Request,Low,Open,2025-10-06,2025-10-06 06:11:56
TKT-1827,Printer Jammed,Medium,Pending User Action,2025-10-28,2025-10-28 13:11:59
TKT-1828,Blue Screen Error,Medium,Pending User Action,2025-07-06,2025-07-06 23:53:39
TKT-1829,Access to Shared Drive Denied,High,Resolved,2025-06-27,2025-06-27 22:59:02
TKT-1830,Password Reset Request,High,Pending User Action,2025-07-23,2025-07-23 16:59:56
TKT-1831,Monitor Display Issue,Critical,Closed,2025-06-16,2025-06-16 23:41:54
TKT-1832,Monitor Display Issue,Low,In Progress,2025-07-06,2025-07-06 19:23:41
TKT-1833,Email Not Syncing,Critical,In Progress,2025-11-22,2025-11-22 19:36:48
TKT-1834,Mouse/Keyboard Malfunction,Critical,Resolved,2025-11-02,2025-11-02 19:35:21
TKT-1835,Access to Shared Drive Denied,Low,Resolved,2025-03-08,2025-03-08 00:07:15
TKT-1836,Laptop Screen Flickering,High,Open,2025-06-12,2025-06-12 04:54:57
TKT-1837,VPN Connection Failed,Critical,Resolved,2025-03-07,2025-03-07 21:29:10
TKT-1838,Printer Jammed,Low,Pending User Action,2025-05-20,2025-05-20 04:49:45
TKT-1839,Printer Jammed,High,Pending User Action,2025-10-28,2025-10-28 01:59:28
TKT-1840,Monitor Display Issue,Low,Pending User Action,2025-08-03,2025-08-03 00:29:24
TKT-1841,Laptop Screen Flickering,Low,Resolved,2025-11-06,2025-11-06 21:41:02
TKT-1842,Software Installation Request,Medium,Resolved,2025-08-20,2025-08-20 14:51:57
TKT-1843,Access to Shared Drive Denied,Critical,Closed,2025-07-17,2025-07-17 05:53:21
TKT-1844,Monitor Display Issue,Medium,Closed,2025-11-23,2025-11-23 20:51:40
TKT-1845,Password Reset Request,Low,Pending User Action,2024-12-24,2024-12-24 06:15:09
TKT-1846,Wi-Fi Access Issue,Medium,Pending User Action,2025-11-06,2025-11-06 07:21:09
TKT-1847,System Slow Performance,High,Open,2025-08-17,2025-08-17 05:58:01
TKT-1848,System Slow Performance,Low,Open,2025-01-10,2025-01-10 21:23:50
TKT-1849,Laptop Screen Flickering,Critical,Closed,2025-04-05,2025-04-05 15:48:03
TKT-1850,Printer Jammed,Medium,In Progress,2025-02-26,2025-02-26 05:18:23
TKT-1851,Laptop Screen Flickering,Medium,Open,2025-06-12,2025-06-12 01:58:59
TKT-1852,Wi-Fi Access Issue,Critical,Open,2025-07-18,2025-07-18 05:46:26
TKT-1853,Wi-Fi Access Issue,Critical,Resolved,2025-09-28,2025-09-28 20:55:00
TKT-1854,Password Reset Request,High,Pending User Action,2025-04-20,2025-04-20 05:22:45
TKT-1855,VPN Connection Failed,High,Pending User Action,2025-04-14,2025-04-14 10:58:46
TKT-1856,Wi-Fi Access Issue,Low,Resolved,2025-01-03,2025-01-03 14:53:08
TKT-1857,Wi-Fi Access Issue,Low,In Progress,2025-01-02,2025-01-02 04:21:12
TKT-1858,Blue Screen Error,Critical,In Progress,2025-03-29,2025-03-29 11:26:26
TKT-1859,Password Reset Request,Low,Resolved,2025-03-23,2025-03-23 19:08:36
TKT-1860,System Slow Performance,Medium,Pending User Action,2025-02-26,2025-02-26 03:46:35
TKT-1861,Email Not Syncing,Critical,Open,2025-11-27,2025-11-27 02:32:24
TKT-1862,Wi-Fi Access Issue,High,Resolved,2025-01-27,2025-01-27 16:19:36
TKT-1863,Mouse/Keyboard Malfunction,High,Pending User Action,2024-12-14,2024-12-14 07:32:15
TKT-1864,System Slow Performance,High,In Progress,2025-01-24,2025-01-24 09:26:08
TKT-1865,Access to Shared Drive Denied,Low,Open,2025-02-13,2025-02-13 23:25:36
TKT-1866,VPN Connection Failed,Medium,Open,2025-08-30,2025-08-30 02:39:38
TKT-1867,Laptop Screen Flickering,Medium,Resolved,2025-09-18,2025-09-18 10:39:14
TKT-1868,Mouse/Keyboard Malfunction,Medium,Open,2025-05-05,2025-05-05 04:49:59
TKT-1869,Access to Shared Drive Denied,Medium,Closed,2025-03-12,2025-03-12 17:59:18
TKT-1870,Blue Screen Error,Low,Resolved,2024-12-15,2024-12-15 00:36:27
TKT-1871,Access to Shared Drive Denied,Low,In Progress,2025-01-30,2025-01-30 21:30:58
TKT-1872,Email Not Syncing,Medium,Closed,2025-05-29,2025-05-29 19:44:22
TKT-1873,Laptop Screen Flickering,Medium,Open,2025-04-24,2025-04-24 05:47:14
TKT-1874,Email Not Syncing,High,Closed,2025-09-09,2025-09-09 09:48:52
TKT-1875,Wi-Fi Access Issue,Medium,Pending User Action,2025-09-17,2025-09-17 12:42:46
TKT-1876,System Slow Performance,Low,Pending User Action,2025-08-18,2025-08-18 11:39:48
TKT-1877,Blue Screen Error,Critical,Closed,2025-12-06,2025-12-06 07:37:07
TKT-1878,System Slow Performance,High,In Progress,2025-02-20,2025-02-20 17:41:14
TKT-1879,Blue Screen Error,High,In Progress,2025-09-24,2025-09-24 03:02:24
TKT-1880,Wi-Fi Access Issue,Critical,In Progress,2025-10-22,2025-10-22 11:09:43
TKT-1881,Blue Screen Error,Low,Open,2025-09-02,2025-09-02 18:13:46
TKT-1882,System Slow Performance,Critical,In Progress,2025-03-12,2025-03-12 09:26:51
TKT-1883,Printer Jammed,High,In Progress,2025-02-01,2025-02-01 21:41:24
TKT-1884,Monitor Display Issue,Medium,Open,2025-06-04,2025-06-04 15:28:19
TKT-1885,System Slow Performance,Critical,Pending User Action,2025-09-26,2025-09-26 07:59:24
TKT-1886,Access to Shared Drive Denied,High,In Progress,2025-08-10,2025-08-10 06:59:01
TKT-1887,Software Installation Request,High,Closed,2025-01-10,2025-01-10 04:16:53
TKT-1888,VPN Connection Failed,Medium,Open,2025-03-27,2025-03-27 13:27:18
TKT-1889,Blue Screen Error,Low,Closed,2025-11-30,2025-11-30 06:36:24
TKT-1890,Printer Jammed,Low,Pending User Action,2025-12-06,2025-12-06 22:51:16
TKT-1891,Access to Shared Drive Denied,High,Open,2025-04-17,2025-04-17 14:42:46
TKT-1892,VPN Connection Failed,Medium,Open,2025-10-17,2025-10-17 08:36:09
TKT-1893,Wi-Fi Access Issue,Critical,Closed,2025-11-22,2025-11-22 11:38:25
TKT-1894,System Slow Performance,Critical,Pending User Action,2025-06-22,2025-06-22 07:10:27
TKT-1895,Blue Screen Error,High,Pending User Action,2025-07-03,2025-07-03 01:22:07
TKT-1896,Access to Shared Drive Denied,Low,Closed,2025-06-28,2025-06-28 15:49:12
TKT-1897,Mouse/Keyboard Malfunction,High,Resolved,2025-09-16,2025-09-16 18:55:12
TKT-1898,Software Installation Request,Low,Pending User Action,2025-02-22,2025-02-22 04:03:06
TKT-1899,Access to Shared Drive Denied,Medium,Open,2025-11-15,2025-11-15 07:21:49
TKT-1900,Password Reset Request,High,Open,2025-02-02,2025-02-02 04:42:38
TKT-1901,Software Installation Request,High,Pending User Action,2025-09-05,2025-09-05 21:45:47
TKT-1902,Access to Shared Drive Denied,Medium,Pending User Action,2025-04-23,2025-04-23 11:31:07
TKT-1903,System Slow Performance,Critical,Closed,2025-07-20,2025-07-20 12:38:09
TKT-1904,System Slow Performance,High,In Progress,2025-04-08,2025-04-08 02:03:46
TKT-1905,Blue Screen Error,Low,Pending User Action,2025-09-03,2025-09-03 07:12:24
TKT-1906,Email Not Syncing,High,Closed,2025-02-17,2025-02-17 21:35:43
TKT-1907,Access to Shared Drive Denied,High,Open,2025-02-01,2025-02-01 05:22:41
TKT-1908,Software Installation Request,Low,In Progress,2025-11-30,2025-11-30 21:30:59
TKT-1909,Email Not Syncing,Medium,Pending User Action,2024-12-26,2024-12-26 18:15:30
TKT-1910,Blue Screen Error,High,Resolved,2025-04-06,2025-04-06 22:45:34
TKT-1911,Laptop Screen Flickering,Medium,Pending User Action,2025-05-12,2025-05-12 18:23:21
TKT-1912,VPN Connection Failed,High,Pending User Action,2025-08-21,2025-08-21 10:42:37
TKT-1913,Printer Jammed,Medium,In Progress,2025-09-07,2025-09-07 19:06:14
TKT-1914,System Slow Performance,Critical,Resolved,2025-09-23,2025-09-23 00:00:11
TKT-1915,Wi-Fi Access Issue,Critical,Closed,2025-11-11,2025-11-11 19:34:44
TKT-1916,Blue Screen Error,Medium,Pending User Action,2025-01-07,2025-01-07 15:26:51
TKT-1917,System Slow Performance,Low,Open,2025-01-28,2025-01-28 21:15:41
TKT-1918,System Slow Performance,Medium,Closed,2025-08-04,2025-08-04 03:17:39
TKT-1919,Email Not Syncing,Low,Closed,2025-10-11,2025-10-11 12:56:35
TKT-1920,Wi-Fi Access Issue,Critical,Pending User Action,2025-09-07,2025-09-07 00:04:51
TKT-1921,Monitor Display Issue,Critical,Open,2025-01-21,2025-01-21 15:07:35
TKT-1922,Laptop Screen Flickering,Critical,In Progress,2025-07-10,2025-07-10 12:11:54
